cid,concept,aid,problem,start,end,avg_attn,freq,n_err_events,path
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,46,int,result,0.2831,5,172,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,12,isSummer,&&,0.2825,15,94,isSummer@MemberReference@IfStatement@BlockStatement@IfStatement@BinaryOperati...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,46,int,==,0.2785,7,172,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@==
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,true,0.2688,11,309,outsideMode@MemberReference@BinaryOperation@IfStatement@BlockStatement@Return...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,x,0.2654,8,309,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,36,str,str,0.2646,16,141,str@FormalParameter@MethodDeclaration@LocalVariableDeclaration@VariableDeclar...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,int,||,0.2635,5,309,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@||
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,version,str,0.2599,6,309,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,String,version,0.2595,13,309,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,int,6,0.2589,7,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@L...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,int,=,0.2566,37,223,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@Assignment@Assign...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,+=,str,0.2559,10,309,+=@Assignment@StatementExpression@BlockStatement@StatementExpression@Assignme...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,c,==,0.2536,9,223,c@FormalParameter@MethodDeclaration@IfStatement@IfStatement@BinaryOperation@B...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,String,newString,0.2493,10,309,String@ReferenceType@FormalParameter@MethodDeclaration@LocalVariableDeclarati...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,<,str,0.243,8,309,<@BinaryOperation@BinaryOperation@MethodInvocation@str
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,67,false,==,0.2413,5,228,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,boolean,week,0.2389,5,471,boolean@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,int,=,0.2388,6,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@Assignment@Assign...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,zipZap,output,0.2382,5,309,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,int,-,0.2381,9,250,int@BasicType@LocalVariableDeclaration@MethodDeclaration@LocalVariableDeclara...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,46,int,everywhere,0.2367,23,172,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,1,b,=,0.2353,5,82,b@MemberReference@BinaryOperation@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,day,vacation,0.2347,10,471,day@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@MemberRef...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,67,int,<,0.2346,51,228,int@BasicType@FormalParameter@MethodDeclaration@ForStatement@ForControl@Binar...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,>=,0.2297,70,309,outsideMode@MemberReference@IfStatement@BlockStatement@IfStatement@BinaryOper...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,b,6,0.2275,7,250,b@MemberReference@BinaryOperation@MethodInvocation@BinaryOperation@Literal@6
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,67,7,==,0.2268,27,228,7@Literal@BinaryOperation@BinaryOperation@BinaryOperation@==
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,int,outsideMode,0.2261,35,309,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@MemberReference@o...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,234,int,||,0.2251,10,197,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,5,vacation,0.225,5,471,5@Literal@BinaryOperation@BinaryOperation@BinaryOperation@MemberReference@vac...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,c,=,0.225,12,223,c@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Assignment@Assign...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,&&,0.221,8,309,outsideMode@MemberReference@IfStatement@BlockStatement@IfStatement@BinaryOper...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,day,4,0.2204,16,471,day@MemberReference@BinaryOperation@Literal@4
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,108,<,==,0.2203,39,311,<@BinaryOperation@ForControl@ForStatement@BlockStatement@IfStatement@BinaryOp...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,<PAD/UNK>,a,0.2187,6,309,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,int,<,0.2187,34,120,int@BasicType@FormalParameter@MethodDeclaration@ForStatement@ForControl@Binar...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,int,c,0.2157,47,223,int@BasicType@FormalParameter@c
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,36,&&,charAt,0.2153,8,141,&&@BinaryOperation@BinaryOperation@MethodInvocation@charAt
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,c,10,0.2141,9,223,c@MemberReference@BinaryOperation@IfStatement@BlockStatement@ReturnStatement@...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,5,boolean,=,0.2135,15,250,boolean@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperati...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,10,0.2124,6,309,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,36,String,str,0.2122,28,141,String@ReferenceType@FormalParameter@str
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,234,boolean,isWeekend,0.2113,6,197,boolean@BasicType@LocalVariableDeclaration@MethodDeclaration@IfStatement@Memb...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,67,nums,7,0.2101,42,228,nums@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@Literal@7
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,108,5,=,0.2078,25,311,5@Literal@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,235,int,1,0.2075,13,180,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,67,nums,==,0.2072,22,228,nums@FormalParameter@MethodDeclaration@IfStatement@BlockStatement@IfStatement...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,<=,str,0.2054,5,309,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,12,outsideMode,>=,0.2039,10,94,outsideMode@MemberReference@IfStatement@BlockStatement@IfStatement@BinaryOper...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,1,=,0.2032,6,120,1@Literal@BinaryOperation@ArraySelector@MemberReference@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,a,append,0.202,6,309,a@MethodInvocation@MethodInvocation@append
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,true,0.2015,9,309,outsideMode@MemberReference@BinaryOperation@Literal@true
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,&&,str,0.2008,10,309,&&@BinaryOperation@MethodInvocation@str
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,44,int,3,0.1994,10,88,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@L...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,nums,+=,0.1992,8,120,nums@MemberReference@Assignment@+=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,boolean,isWeekend,0.1971,12,223,boolean@BasicType@FormalParameter@isWeekend
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,b,6,0.1954,9,250,b@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@BinaryOpera...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,234,boolean,isWeekend,0.1952,49,197,boolean@BasicType@FormalParameter@isWeekend
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,int,val,0.1935,16,120,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@val
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,128,<,str,0.1926,7,126,<@BinaryOperation@BinaryOperation@MethodInvocation@str
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,int,total,0.1892,7,120,int@BasicType@LocalVariableDeclaration@VariableDeclarator@total
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,46,int,<,0.1876,99,172,int@BasicType@FormalParameter@MethodDeclaration@ForStatement@ForControl@Binar...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,day,vacation,0.1863,5,471,day@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@BinaryOpera...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,5,int,c,0.1844,5,250,int@BasicType@FormalParameter@c
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,&&,0.1836,7,309,outsideMode@MemberReference@IfStatement@IfStatement@BinaryOperation@&&
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,235,int,7,0.1816,6,180,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,int,||,0.1805,7,223,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,outsideMode,0.1801,47,309,outsideMode@FormalParameter@MethodDeclaration@IfStatement@MemberReference@out...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,int,2,0.1775,18,471,int@BasicType@LocalVariableDeclaration@MethodDeclaration@LocalVariableDeclara...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,a,String,0.1756,7,309,a@FormalParameter@MethodDeclaration@FormalParameter@ReferenceType@String
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,int,speed,0.1749,10,471,int@BasicType@FormalParameter@speed
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,boolean,==,0.1712,6,309,boolean@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperati...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,int,||,0.1709,62,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@||
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,10,0.1704,6,309,outsideMode@MemberReference@IfStatement@IfStatement@BinaryOperation@BinaryOpe...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,36,==,str,0.1685,7,141,==@BinaryOperation@BinaryOperation@BinaryOperation@MethodInvocation@str
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,nums,13,0.1676,32,120,nums@MemberReference@BinaryOperation@Literal@13
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,&&,0.1657,19,309,outsideMode@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@&&
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,day,!=,0.1652,8,471,day@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@!=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,int,=,0.1647,18,223,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@A...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,5,boolean,boolean,0.1643,121,250,boolean@BasicType@MethodDeclaration@FormalParameter@BasicType@boolean
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,44,int,==,0.1612,12,88,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@==
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,108,int,=,0.1608,6,311,int@BasicType@LocalVariableDeclaration@BlockStatement@StatementExpression@Ass...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,day,vacation,0.1604,29,471,day@FormalParameter@MethodDeclaration@IfStatement@MemberReference@vacation
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,235,int,1,0.1602,9,180,int@BasicType@FormalParameter@MethodDeclaration@ReturnStatement@Literal@1
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,boolean,vacation,0.1582,69,471,boolean@BasicType@FormalParameter@MethodDeclaration@IfStatement@MemberReferen...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,67,nums,+,0.1571,12,228,nums@MemberReference@BinaryOperation@MemberReference@ArraySelector@BinaryOper...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,36,String,-,0.1565,9,141,String@ReferenceType@FormalParameter@MethodDeclaration@LocalVariableDeclarati...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,234,int,boolean,0.1552,9,197,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Basi...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,235,int,&&,0.1548,10,180,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@&&
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,c,==,0.1541,22,223,c@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@BinaryOperati...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,String,String,0.1515,62,309,String@ReferenceType@MethodDeclaration@FormalParameter@ReferenceType@String
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,int,||,0.1503,10,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,108,int,0,0.1486,5,311,int@BasicType@LocalVariableDeclaration@MethodDeclaration@LocalVariableDeclara...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,b,==,0.1475,33,223,b@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@==
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,boolean,boolean,0.1472,34,250,boolean@BasicType@MethodDeclaration@FormalParameter@BasicType@boolean
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,int,val,0.1472,10,120,int@BasicType@FormalParameter@val
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,int,>=,0.146,5,120,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,108,int,<PAD/UNK>,0.1456,67,311,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,5,c,10,0.1453,5,250,c@FormalParameter@MethodDeclaration@IfStatement@BlockStatement@ReturnStatemen...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,12,int,boolean,0.1445,16,94,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@BasicType@boo...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,b,=,0.1435,15,223,b@MemberReference@Assignment@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,1,int,||,0.1435,12,82,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@||
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,108,1,=,0.1428,51,311,1@Literal@BinaryOperation@ArraySelector@MemberReference@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,46,int,val,0.1422,73,172,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@val
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,c,10,0.1416,12,223,c@FormalParameter@MethodDeclaration@IfStatement@BlockStatement@ReturnStatemen...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,128,str,str,0.1408,11,126,str@FormalParameter@MethodDeclaration@LocalVariableDeclaration@VariableDeclar...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,int,&&,0.1403,12,309,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,67,int,false,0.1403,5,228,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,&&,0.1402,11,309,outsideMode@FormalParameter@MethodDeclaration@IfStatement@IfStatement@BinaryO...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,44,nums,=,0.1398,7,88,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,1,private,sum,0.139,7,82,private@Modifier@FieldDeclaration@VariableDeclarator@sum
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,5,c,==,0.1371,23,250,c@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@BinaryOperati...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,int,week,0.136,5,471,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,46,int,false,0.1357,19,172,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,++,=,0.1349,13,120,++@MemberReference@ForControl@ForStatement@BlockStatement@StatementExpression...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,5,true,=,0.1341,23,250,true@Literal@ReturnStatement@BlockStatement@IfStatement@IfStatement@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,67,nums,7,0.1322,6,228,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,235,int,||,0.1308,15,180,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Binar...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,str,str,0.1297,5,309,str@FormalParameter@MethodDeclaration@LocalVariableDeclaration@VariableDeclar...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,46,val,==,0.1293,14,172,val@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@==
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,46,int,val,0.1288,41,172,int@BasicType@FormalParameter@val
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,46,int,n,0.1287,6,172,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,67,+,7,0.1282,27,228,+@BinaryOperation@ArraySelector@MemberReference@BinaryOperation@Literal@7
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,c,=,0.1281,10,223,c@MemberReference@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,36,xyBalance,str,0.127,17,141,xyBalance@MethodDeclaration@FormalParameter@str
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,36,-,2,0.1263,7,141,-@BinaryOperation@Literal@2
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,12,outsideMode,outsideMode,0.1254,6,94,outsideMode@FormalParameter@MethodDeclaration@IfStatement@MemberReference@out...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,c,=,0.1253,10,223,c@FormalParameter@MethodDeclaration@IfStatement@BlockStatement@IfStatement@As...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,int,>=,0.1243,26,309,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,String,str,0.1238,38,309,String@ReferenceType@FormalParameter@str
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,108,int,fives,0.1231,27,311,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,int,length,0.1208,6,120,int@BasicType@LocalVariableDeclaration@VariableDeclarator@MemberReference@length
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,108,int,four,0.1208,14,311,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,1,int,==,0.1206,5,82,int@BasicType@LocalVariableDeclaration@MethodDeclaration@IfStatement@BinaryOp...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,==,-,0.1199,13,250,==@BinaryOperation@MethodInvocation@BinaryOperation@-
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,day,day,0.1198,27,471,day@MemberReference@BinaryOperation@Assignment@Assignment@BinaryOperation@Mem...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,int,==,0.1198,36,250,int@BasicType@LocalVariableDeclaration@MethodDeclaration@IfStatement@BinaryOp...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,1,0.1196,8,309,outsideMode@MemberReference@IfStatement@IfStatement@BinaryOperation@BinaryOpe...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,b,6,0.1192,19,250,b@MemberReference@BinaryOperation@Literal@6
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,b,=,0.1189,17,250,b@MemberReference@BinaryOperation@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,1,b,+,0.1181,6,82,b@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@BinaryOpera...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,b,6,0.1178,14,250,b@MemberReference@BinaryOperation@Assignment@Literal@6
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,int,==,0.1167,88,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,n,0.1167,7,309,outsideMode@MemberReference@IfStatement@IfStatement@BinaryOperation@BinaryOpe...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,10,0.1164,11,309,outsideMode@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@L...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,67,nums,==,0.1154,23,228,nums@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@==
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,&&,2,0.1152,5,309,&&@BinaryOperation@IfStatement@BlockStatement@StatementExpression@Assignment@...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,int,length,0.115,9,120,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@M...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,day,==,0.1148,42,471,day@MemberReference@BinaryOperation@BinaryOperation@BinaryOperation@BinaryOpe...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,46,int,0,0.1131,5,172,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@L...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,108,int,nums,0.1115,13,311,int@BasicType@FormalParameter@MethodDeclaration@ReturnStatement@MemberReferen...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,int,d,0.111,7,250,int@BasicType@LocalVariableDeclaration@MethodDeclaration@LocalVariableDeclara...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,235,int,date,0.1106,13,180,int@BasicType@FormalParameter@MethodDeclaration@FormalParameter@date
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,232,day,=,0.1101,32,471,day@MemberReference@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,235,int,>=,0.1101,55,180,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,49,nums,val,0.1097,7,120,nums@MemberReference@BinaryOperation@MemberReference@val
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,b,=,0.1089,30,223,b@MemberReference@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,&&,str,0.1078,38,309,&&@BinaryOperation@BinaryOperation@MethodInvocation@str
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,&&,charAt,0.1077,19,309,&&@BinaryOperation@BinaryOperation@MethodInvocation@charAt
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,int,=,0.1076,12,250,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@IfStatement@Assig...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,outsideMode,outsideMode,0.1067,14,309,outsideMode@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@Mem...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,1,int,>=,0.1058,13,82,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,public,boolean,0.1052,19,250,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,12,100,60,0.1047,8,94,100@Literal@BinaryOperation@BinaryOperation@BinaryOperation@Literal@60
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,36,countCode,String,0.1047,10,141,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,235,>=,&&,0.1038,20,180,>=@BinaryOperation@BinaryOperation@IfStatement@MethodDeclaration@IfStatement@...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,3,b,sum,0.1036,5,309,b@FormalParameter@MethodDeclaration@LocalVariableDeclaration@VariableDeclarat...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,233,int,-,0.1032,7,250,int@BasicType@FormalParameter@MethodDeclaration@LocalVariableDeclaration@Vari...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,==,2,0.1019,14,309,==@BinaryOperation@MethodInvocation@BinaryOperation@Literal@2
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,String,String,0.1014,14,309,String@ReferenceType@FormalParameter@MethodDeclaration@LocalVariableDeclarati...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,494,44,int,nums,0.1007,6,88,<PAD/UNK>
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,1,int,==,0.1005,6,82,int@BasicType@FormalParameter@MethodDeclaration@IfStatement@BinaryOperation@B...
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,439,236,c,=,0.0997,9,223,c@MemberReference@BinaryOperation@Assignment@Assignment@Assignment@=
logica_booleana_composta,Expressões booleanas compostas com operadores lógicos,492,34,==,str,0.0997,6,309,==@BinaryOperation@IfStatement@BlockStatement@IfStatement@BinaryOperation@Met...
